scenario,policy,seed_index,seed,stations,mcs,payload_bytes,load_skew,offered_mbps,received_packets,decision_count,learned_fallbacks,throughput_mbps,delay_mean_ms,delay_p95_ms,delay_p99_ms,fairness,decision_mean_us,decision_p95_us,decision_p99_us,decision_max_us,decision_deadline_miss_rate,inference_mean_us,inference_p95_us,inference_p99_us,inference_max_us,delivery_ratio
unseen_active_7,rr_default,6,920006,7,5,1000,0.55,77.4,5421,0,0,43.368,787.604528,1724.65007,1756.773532,0.987696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5603100775193798
unseen_active_7,rr_default,7,920007,7,5,1000,0.55,77.4,5420,0,0,43.36,786.770096,1731.196926,1760.202724,0.987732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5602067183462531
unseen_active_7,rr_default,8,920008,7,5,1000,0.55,77.4,5416,0,0,43.328,789.547433,1679.776904,1737.38935,0.987285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5597932816537468
unseen_active_7,rr_default,9,920009,7,5,1000,0.55,77.4,5424,0,0,43.392,786.487872,1723.647014,1752.543892,0.98777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5606201550387597
unseen_low_mcs,max_backlog,0,920000,9,2,1000,0.5,45.0,2034,699,0,16.272,1174.973193,1940.166249,2015.087042,1.0,235.745747,271.681,371.389,443.049,0.0,0.0,0.0,0.0,0.0,0.3616
unseen_low_mcs,max_backlog,1,920001,9,2,1000,0.5,45.0,2043,707,0,16.344,1146.569721,1999.932877,2075.49133,1.0,325.837368,372.543,440.584,627.851,0.0,0.0,0.0,0.0,0.0,0.3632
unseen_low_mcs,max_backlog,2,920002,9,2,1000,0.5,45.0,2034,646,0,16.272,994.989111,1804.877695,1915.920544,1.0,236.638488,276.407,341.417,415.716,0.0,0.0,0.0,0.0,0.0,0.3616
unseen_low_mcs,max_backlog,3,920003,9,2,1000,0.5,45.0,2043,702,0,16.344,1180.061417,1933.700442,2009.948366,1.0,228.06042,262.552,315.69,441.652,0.0,0.0,0.0,0.0,0.0,0.3632
unseen_low_mcs,max_backlog,4,920004,9,2,1000,0.5,45.0,2043,644,0,16.344,1084.515025,1853.754089,1927.975607,1.0,223.129315,254.757,302.669,361.273,0.0,0.0,0.0,0.0,0.0,0.3632
unseen_low_mcs,max_backlog,5,920005,9,2,1000,0.5,45.0,2034,703,0,16.272,1171.476296,1958.004303,2063.604336,1.0,250.643292,301.952,386.158,430.025,0.0,0.0,0.0,0.0,0.0,0.3616
unseen_low_mcs,max_backlog,6,920006,9,2,1000,0.5,45.0,2043,643,0,16.344,994.623195,1800.485229,1914.164608,1.0,222.245596,262.856,376.733,399.814,0.0,0.0,0.0,0.0,0.0,0.3632
unseen_low_mcs,max_backlog,7,920007,9,2,1000,0.5,45.0,2043,696,0,16.344,1173.323073,1952.483817,2054.233199,1.0,244.825504,283.012,431.057,554.358,0.0,0.0,0.0,0.0,0.0,0.3632
unseen_low_mcs,max_backlog,8,920008,9,2,1000,0.5,45.0,2043,705,0,16.344,1148.556148,1996.611013,2077.637265,1.0,238.000627,277.815,407.649,430.475,0.0,0.0,0.0,0.0,0.0,0.3632
unseen_low_mcs,max_backlog,9,920009,9,2,1000,0.5,45.0,2043,644,0,16.344,1020.452853,1862.343757,1937.785478,1.0,225.147616,275.632,350.773,437.972,0.0,0.0,0.0,0.0,0.0,0.3632
unseen_low_mcs,ml_delay,0,920000,9,2,1000,0.5,45.0,2881,566,4,23.048,898.252254,1645.159302,1711.017257,0.998652,1243.160945,1315.326,1337.539,1493.61,0.95053,175.1148,184.152,190.523,217.736,0.5121777777777777
unseen_low_mcs,ml_delay,1,920001,9,2,1000,0.5,45.0,2885,571,6,23.08,891.184161,1647.528701,1703.443595,0.999475,1311.307184,1918.611,2087.255,2111.719,0.957968,179.154736,222.698,235.158,245.215,0.5128888888888888
unseen_low_mcs,ml_delay,2,920002,9,2,1000,0.5,45.0,2877,568,5,23.016,895.116588,1653.864204,1711.827213,0.999348,1250.243944,1319.185,1352.778,1499.269,0.955986,174.758195,183.25,193.838,197.802,0.5114666666666666
unseen_low_mcs,ml_delay,3,920003,9,2,1000,0.5,45.0,2878,570,7,23.024,887.529651,1654.235635,1714.359325,0.99992,1267.226819,1382.533,1475.397,1996.374,0.950877,176.055489,190.288,209.849,247.398,0.5116444444444445
unseen_low_mcs,ml_delay,4,920004,9,2,1000,0.5,45.0,2880,568,7,23.04,773.596746,1512.94301,1610.778802,0.998472,1099.228776,1319.505,1367.672,1645.099,0.544014,174.542486,183.667,195.228,213.103,0.512
unseen_low_mcs,ml_delay,5,920005,9,2,1000,0.5,45.0,2881,568,8,23.048,887.672493,1651.65342,1712.766988,0.999956,1289.638572,1404.493,1671.217,2099.565,0.957746,176.45744,189.387,224.991,591.426,0.5121777777777777
unseen_low_mcs,ml_delay,6,920006,9,2,1000,0.5,45.0,2881,567,5,23.048,774.136697,1512.937321,1607.144387,0.998444,1111.749728,1318.542,1965.365,2100.189,0.546737,175.483309,183.464,227.485,236.072,0.5121777777777777
unseen_low_mcs,ml_delay,7,920007,9,2,1000,0.5,45.0,2878,565,3,23.024,895.504216,1642.037455,1707.153697,0.998989,1339.711759,2018.484,2132.891,2147.748,0.968142,182.98532,226.884,236.319,249.106,0.5116444444444445
unseen_low_mcs,ml_delay,8,920008,9,2,1000,0.5,45.0,2883,568,5,23.064,902.89311,1646.349837,1710.883831,0.998495,1403.339099,1999.562,2146.65,4210.898,0.97007,180.88616,222.233,237.81,566.953,0.5125333333333333
unseen_low_mcs,ml_delay,9,920009,9,2,1000,0.5,45.0,2881,568,5,23.048,796.459763,1560.119189,1617.610467,0.999379,1115.788389,1344.265,1418.726,1489.56,0.552817,176.51044,193.71,208.47,236.715,0.5121777777777777
unseen_low_mcs,ml_throughput,0,920000,9,2,1000,0.5,45.0,2881,566,4,23.048,883.854942,1631.106576,1692.003738,0.999106,1224.726436,1297.243,1328.983,1388.888,0.936396,174.735147,184.068,193.564,195.65,0.5121777777777777
unseen_low_mcs,ml_throughput,1,920001,9,2,1000,0.5,45.0,2885,569,6,23.08,754.006981,1481.392029,1569.797579,0.999345,1106.142845,1323.556,1454.477,2075.578,0.550088,176.516306,189.878,214.386,234.097,0.5128888888888888
unseen_low_mcs,ml_throughput,2,920002,9,2,1000,0.5,45.0,2878,567,5,23.024,882.23466,1632.713848,1692.919497,0.999468,1243.868571,1304.105,1322.197,1402.061,0.955908,174.422446,182.466,190.809,201.587,0.5116444444444445
unseen_low_mcs,ml_throughput,3,920003,9,2,1000,0.5,45.0,2878,567,7,23.024,877.362612,1630.411738,1690.481428,0.999979,1235.476444,1307.913,1334.022,1569.8,0.943563,174.321944,183.844,190.797,218.835,0.5116444444444445
unseen_low_mcs,ml_throughput,4,920004,9,2,1000,0.5,45.0,2879,566,7,23.032,831.041294,1562.597425,1628.575922,0.999322,1110.322936,1347.116,1410.904,1571.488,0.563604,175.566751,187.832,199.065,265.593,0.5118222222222222
unseen_low_mcs,ml_throughput,5,920005,9,2,1000,0.5,45.0,2880,569,8,23.04,886.499851,1627.569424,1692.438454,0.99889,1236.116664,1310.965,1357.228,1736.151,0.931459,174.274462,183.764,190.96,222.519,0.512
unseen_low_mcs,ml_throughput,6,920006,9,2,1000,0.5,45.0,2881,565,5,23.048,751.074483,1479.75267,1578.013927,0.999249,1100.09835,1309.798,1450.568,2153.14,0.550442,175.592274,185.135,221.644,245.755,0.5121777777777777
unseen_low_mcs,ml_throughput,7,920007,9,2,1000,0.5,45.0,2878,563,3,23.024,874.106288,1626.934785,1689.17945,0.999996,1253.662288,1317.715,1367.31,1995.429,0.930728,175.602714,182.694,191.249,230.459,0.5116444444444445
unseen_low_mcs,ml_throughput,8,920008,9,2,1000,0.5,45.0,2882,566,5,23.056,876.71326,1627.745669,1689.712146,0.999996,1258.211687,1340.794,1448.078,1595.098,0.95583,175.633869,188.682,198.63,238.082,0.5123555555555556
unseen_low_mcs,ml_throughput,9,920009,9,2,1000,0.5,45.0,2880,565,5,23.04,787.22095,1538.998647,1600.724488,0.999009,1171.807465,1395.48,1458.222,1700.092,0.638938,175.296409,186.022,195.619,233.219,0.512
unseen_low_mcs,oracle_delay,0,920000,9,2,1000,0.5,45.0,2882,566,0,23.056,890.088854,1639.720232,1702.879275,0.998985,5038.681242,5372.658,6274.022,8765.213,0.982332,0.0,0.0,0.0,0.0,0.5123555555555556
unseen_low_mcs,oracle_delay,1,920001,9,2,1000,0.5,45.0,2885,570,0,23.08,889.612462,1633.981033,1694.313742,0.998883,5064.988982,5347.183,6173.021,7751.078,0.970175,0.0,0.0,0.0,0.0,0.5128888888888888
unseen_low_mcs,oracle_delay,2,920002,9,2,1000,0.5,45.0,2879,567,0,23.032,885.348626,1640.304898,1702.406192,0.999478,5068.614145,5434.395,6181.034,8570.287,0.973545,0.0,0.0,0.0,0.0,0.5118222222222222
unseen_low_mcs,oracle_delay,3,920003,9,2,1000,0.5,45.0,2879,569,0,23.032,890.222907,1635.397534,1694.637834,0.998888,5043.12738,5355.96,5465.256,6410.552,0.970123,0.0,0.0,0.0,0.0,0.5118222222222222
unseen_low_mcs,oracle_delay,4,920004,9,2,1000,0.5,45.0,2880,567,0,23.04,838.132437,1575.633054,1636.151057,0.998923,4293.080961,5362.595,5749.547,8632.176,0.971781,0.0,0.0,0.0,0.0,0.512
unseen_low_mcs,oracle_delay,5,920005,9,2,1000,0.5,45.0,2881,569,0,23.048,885.816647,1628.94487,1687.417257,0.998998,5072.75523,5276.982,8889.843,9325.258,0.968366,0.0,0.0,0.0,0.0,0.5121777777777777
unseen_low_mcs,oracle_delay,6,920006,9,2,1000,0.5,45.0,2880,567,0,23.04,754.877666,1482.375145,1578.709357,0.999445,4333.733894,5428.146,7273.577,8629.738,0.9806,0.0,0.0,0.0,0.0,0.512
unseen_low_mcs,oracle_delay,7,920007,9,2,1000,0.5,45.0,2877,564,0,23.016,894.866777,1639.401631,1702.956228,0.998469,5343.042431,5643.621,5865.143,8015.005,0.98227,0.0,0.0,0.0,0.0,0.5114666666666666
unseen_low_mcs,oracle_delay,8,920008,9,2,1000,0.5,45.0,2879,567,0,23.032,891.64313,1639.588848,1699.324297,0.998743,5080.675337,5421.927,6185.769,8057.677,0.978836,0.0,0.0,0.0,0.0,0.5118222222222222
unseen_low_mcs,oracle_delay,9,920009,9,2,1000,0.5,45.0,2880,567,0,23.04,791.750733,1544.880575,1609.754287,0.999339,4289.83122,5394.694,6196.439,8883.352,0.977072,0.0,0.0,0.0,0.0,0.512
unseen_low_mcs,oracle_throughput,0,920000,9,2,1000,0.5,45.0,2881,566,0,23.048,853.918041,1697.535367,1767.033877,0.999418,5269.1255,6498.292,7491.485,9782.505,0.978799,0.0,0.0,0.0,0.0,0.5121777777777777
unseen_low_mcs,oracle_throughput,1,920001,9,2,1000,0.5,45.0,2885,570,0,23.08,865.472873,1709.08384,1766.859603,0.998935,5345.046825,6806.242,7972.356,10203.351,0.970175,0.0,0.0,0.0,0.0,0.5128888888888888
unseen_low_mcs,oracle_throughput,2,920002,9,2,1000,0.5,45.0,2877,569,0,23.016,857.365977,1709.080572,1770.193793,0.999565,5501.691905,6566.555,8907.395,10122.666,0.968366,0.0,0.0,0.0,0.0,0.5114666666666666
unseen_low_mcs,oracle_throughput,3,920003,9,2,1000,0.5,45.0,2879,570,0,23.032,856.288687,1705.290607,1770.640591,0.999508,5232.356726,6344.74,6500.761,7751.546,0.964912,0.0,0.0,0.0,0.0,0.5118222222222222
unseen_low_mcs,oracle_throughput,4,920004,9,2,1000,0.5,45.0,2880,567,0,23.04,794.80104,1642.058885,1706.335772,0.999584,4241.835799,6268.641,6541.388,6923.56,0.970018,0.0,0.0,0.0,0.0,0.512
unseen_low_mcs,oracle_throughput,5,920005,9,2,1000,0.5,45.0,2880,569,0,23.04,846.619219,1702.239287,1775.877365,1.0,5214.848757,6466.947,7430.817,9150.458,0.961336,0.0,0.0,0.0,0.0,0.512
unseen_low_mcs,oracle_throughput,6,920006,9,2,1000,0.5,45.0,2882,567,0,23.056,704.270975,1584.374148,1688.495754,0.999539,4136.851801,6355.054,6944.281,7449.621,0.9806,0.0,0.0,0.0,0.0,0.5123555555555556
unseen_low_mcs,oracle_throughput,7,920007,9,2,1000,0.5,45.0,2878,566,0,23.024,849.983082,1697.032078,1761.649674,0.999996,5273.510505,6768.346,7391.164,7647.489,0.982332,0.0,0.0,0.0,0.0,0.5116444444444445
unseen_low_mcs,oracle_throughput,8,920008,9,2,1000,0.5,45.0,2882,568,0,23.056,849.491791,1699.641159,1762.283761,0.999979,5378.184174,6975.608,7434.706,7601.13,0.977113,0.0,0.0,0.0,0.0,0.5123555555555556
unseen_low_mcs,oracle_throughput,9,920009,9,2,1000,0.5,45.0,2880,568,0,23.04,749.775988,1620.324119,1685.138272,0.998951,4361.274519,6441.463,6975.027,8579.169,0.977113,0.0,0.0,0.0,0.0,0.512
unseen_low_mcs,rr_default,0,920000,9,2,1000,0.5,45.0,2200,0,0,17.6,1058.61298,1949.282772,2028.352887,0.999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39111111111111113
unseen_low_mcs,rr_default,1,920001,9,2,1000,0.5,45.0,2200,0,0,17.6,1056.413948,1948.699774,2019.807831,0.999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39111111111111113
unseen_low_mcs,rr_default,2,920002,9,2,1000,0.5,45.0,2118,0,0,16.944,903.985083,1877.288252,1988.971541,0.978058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37653333333333333
unseen_low_mcs,rr_default,3,920003,9,2,1000,0.5,45.0,2196,0,0,17.568,1055.759368,1959.270525,2028.356743,0.999966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3904
unseen_low_mcs,rr_default,4,920004,9,2,1000,0.5,45.0,2113,0,0,16.904,986.646039,1925.101286,2004.34261,0.984154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37564444444444445
unseen_low_mcs,rr_default,5,920005,9,2,1000,0.5,45.0,2200,0,0,17.6,1054.465212,1959.184038,2036.998846,0.999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39111111111111113
unseen_low_mcs,rr_default,6,920006,9,2,1000,0.5,45.0,2135,0,0,17.08,897.50498,1864.19618,1974.924872,0.97105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37955555555555553
unseen_low_mcs,rr_default,7,920007,9,2,1000,0.5,45.0,2196,0,0,17.568,1062.32713,1934.986772,2030.445112,0.999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3904
unseen_low_mcs,rr_default,8,920008,9,2,1000,0.5,45.0,2200,0,0,17.6,1065.97547,1951.199713,2022.850298,0.999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39111111111111113
unseen_low_mcs,rr_default,9,920009,9,2,1000,0.5,45.0,2130,0,0,17.04,936.5786,1920.103713,1993.924488,0.99026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37866666666666665
unseen_normal,max_backlog,0,920000,9,8,1000,0.35,49.5,6180,746,0,49.44,3.701133,4.799753,5.312234,0.924692,101.339826,120.583,142.845,174.529,0.0,0.0,0.0,0.0,0.0,0.9987878787878788
unseen_normal,max_backlog,1,920001,9,8,1000,0.35,49.5,6186,742,0,49.488,3.673476,4.750488,5.293512,0.924538,76.780575,96.095,129.048,283.863,0.0,0.0,0.0,0.0,0.0,0.9997575757575757
unseen_normal,max_backlog,2,920002,9,8,1000,0.35,49.5,6186,1123,0,49.488,3.694604,4.753948,5.210291,0.924538,66.991134,88.977,118.702,144.043,0.0,0.0,0.0,0.0,0.0,0.9997575757575757
unseen_normal,max_backlog,3,920003,9,8,1000,0.35,49.5,6183,748,0,49.464,3.688618,4.765718,5.181988,0.92418,76.589108,88.549,102.665,112.776,0.0,0.0,0.0,0.0,0.0,0.9992727272727272
unseen_normal,max_backlog,4,920004,9,8,1000,0.35,49.5,6192,1062,0,49.536,3.680978,4.731673,5.202284,0.924383,67.650304,82.367,99.64,117.646,0.0,0.0,0.0,0.0,0.0,1.0
unseen_normal,max_backlog,5,920005,9,8,1000,0.35,49.5,6186,746,0,49.488,3.715253,4.816604,5.353244,0.924538,76.537259,93.563,106.208,125.306,0.0,0.0,0.0,0.0,0.0,0.9997575757575757
unseen_normal,max_backlog,6,920006,9,8,1000,0.35,49.5,6186,1119,0,49.488,3.690444,4.747053,5.202966,0.924827,69.35792,90.527,114.09,123.018,0.0,0.0,0.0,0.0,0.0,0.9997575757575757
unseen_normal,max_backlog,7,920007,9,8,1000,0.35,49.5,6192,736,0,49.536,3.70462,4.779731,5.165553,0.924962,82.361768,118.982,132.212,138.948,0.0,0.0,0.0,0.0,0.0,1.0
unseen_normal,max_backlog,8,920008,9,8,1000,0.35,49.5,6183,743,0,49.464,3.692334,4.728783,5.151598,0.92418,78.298483,99.68,126.069,130.91,0.0,0.0,0.0,0.0,0.0,0.9992727272727272
unseen_normal,max_backlog,9,920009,9,8,1000,0.35,49.5,6189,1085,0,49.512,3.717,4.810423,5.299041,0.924605,87.614393,106.957,132.633,187.089,0.0,0.0,0.0,0.0,0.0,1.0
unseen_normal,ml_delay,0,920000,9,8,1000,0.35,49.5,6181,2603,4,49.448,3.096995,5.872348,7.470645,0.924423,968.104986,1156.659,1596.577,1751.789,0.597003,176.477921,187.803,221.415,238.998,0.9989494949494949
unseen_normal,ml_delay,1,920001,9,8,1000,0.35,49.5,6181,2580,6,49.448,3.033478,5.76382,7.166691,0.924615,961.086664,1143.928,1242.574,1795.276,0.591473,176.140098,185.421,220.463,324.585,0.9989494949494949
unseen_normal,ml_delay,2,920002,9,8,1000,0.35,49.5,6184,2567,5,49.472,3.03236,5.732595,7.316049,0.924679,976.624395,1175.524,1315.403,2076.284,0.590962,177.839295,194.526,224.688,257.688,0.9994343434343435
unseen_normal,ml_delay,3,920003,9,8,1000,0.35,49.5,6191,2614,7,49.528,3.001296,5.660076,7.276962,0.924843,964.844234,1171.687,1253.543,2035.348,0.573451,176.712768,189.734,211.957,255.122,1.0
unseen_normal,ml_delay,4,920004,9,8,1000,0.35,49.5,6184,2563,7,49.472,3.071755,5.792748,7.477187,0.924298,896.204339,1162.561,1197.874,1863.759,0.408115,176.093341,185.233,215.774,254.548,0.9994343434343435
unseen_normal,ml_delay,5,920005,9,8,1000,0.35,49.5,6192,2567,8,49.536,2.942699,5.576464,6.985936,0.924383,977.088903,1170.889,1692.296,1796.813,0.60187,176.904861,191.176,221.374,330.703,1.0
unseen_normal,ml_delay,6,920006,9,8,1000,0.35,49.5,6187,2709,5,49.496,2.979139,5.577273,7.040484,0.924656,836.073213,1148.878,1189.005,1787.243,0.384644,176.838981,189.602,207.357,304.172,0.999919191919192
unseen_normal,ml_delay,7,920007,9,8,1000,0.35,49.5,6187,2592,3,49.496,3.022174,5.79383,7.374981,0.924559,956.627937,1141.082,1169.014,1815.102,0.59375,175.550754,182.725,193.451,240.703,0.999919191919192
unseen_normal,ml_delay,8,920008,9,8,1000,0.35,49.5,6189,2583,5,49.512,3.03813,5.743704,7.299561,0.924605,968.812148,1160.137,1269.33,1807.117,0.595045,177.218548,190.066,222.158,295.832,1.0
unseen_normal,ml_delay,9,920009,9,8,1000,0.35,49.5,6184,2614,5,49.472,2.999667,5.724105,7.336964,0.924777,867.518268,1150.724,1294.346,1784.889,0.402831,177.058535,190.046,222.769,242.063,0.9994343434343435
unseen_normal,ml_throughput,0,920000,9,8,1000,0.35,49.5,6186,767,4,49.488,3.691484,4.734653,5.194744,0.924538,1102.219583,1144.997,1182.927,1830.457,0.970013,176.266831,185.203,192.474,230.473,0.9997575757575757
unseen_normal,ml_throughput,1,920001,9,8,1000,0.35,49.5,6189,782,6,49.512,3.703692,4.769418,5.214753,0.924605,1118.44862,1207.719,1609.288,1824.04,0.964194,178.662263,197.126,228.968,257.265,1.0
unseen_normal,ml_throughput,2,920002,9,8,1000,0.35,49.5,6183,792,5,49.464,3.704771,4.795783,5.29249,0.92476,993.38914,1160.684,1246.945,1708.563,0.638889,177.16786,189.229,223.082,270.58,0.9992727272727272
unseen_normal,ml_throughput,3,920003,9,8,1000,0.35,49.5,6180,771,7,49.44,3.684282,4.734135,5.277456,0.924402,1104.926585,1170.716,1275.108,1842.745,0.963684,176.985909,191.468,212.973,232.458,0.9987878787878788
unseen_normal,ml_throughput,4,920004,9,8,1000,0.35,49.5,6192,789,7,49.536,3.713957,4.789705,5.27299,0.924672,988.924165,1139.409,1227.044,1713.726,0.636248,176.112556,185.785,218.593,259.837,1.0
unseen_normal,ml_throughput,5,920005,9,8,1000,0.35,49.5,6183,785,8,49.464,3.71111,4.830188,5.268783,0.924469,1097.983572,1144.02,1681.517,1724.074,0.955414,176.438131,187.099,219.205,251.28,0.9992727272727272
unseen_normal,ml_throughput,6,920006,9,8,1000,0.35,49.5,6183,781,5,49.464,3.70923,4.758165,5.28735,0.924469,993.117223,1159.239,1189.852,1433.875,0.631242,176.218936,184.83,190.584,231.664,0.9992727272727272
unseen_normal,ml_throughput,7,920007,9,8,1000,0.35,49.5,6189,774,3,49.512,3.690483,4.764753,5.252902,0.924605,1123.938727,1196.2,1668.262,1850.113,0.9677,178.876186,193.357,223.754,266.347,1.0
unseen_normal,ml_throughput,8,920008,9,8,1000,0.35,49.5,6183,774,5,49.464,3.703019,4.793283,5.264958,0.92476,1118.037721,1194.508,1564.702,1855.114,0.949612,179.579164,196.318,227.751,239.799,0.9992727272727272
unseen_normal,ml_throughput,9,920009,9,8,1000,0.35,49.5,6183,845,5,49.464,3.687783,4.723474,5.119785,0.92476,983.339691,1164.558,1276.263,1744.609,0.592899,178.817743,193.37,228.309,235.123,0.9992727272727272
unseen_normal,oracle_delay,0,920000,9,8,1000,0.35,49.5,6188,2060,0,49.504,2.227112,4.049955,5.132569,0.924389,5556.207449,9253.409,10599.999,17701.404,0.993689,0.0,0.0,0.0,0.0,1.0
unseen_normal,oracle_delay,1,920001,9,8,1000,0.35,49.5,6187,2068,0,49.496,2.19293,3.984823,5.089401,0.92456,5466.924072,9005.143,10368.543,14955.917,0.994197,0.0,0.0,0.0,0.0,0.999919191919192
unseen_normal,oracle_delay,2,920002,9,8,1000,0.35,49.5,6186,2070,0,49.488,2.207031,4.115728,5.058731,0.924536,5667.337953,9274.505,10539.14,16611.026,0.992271,0.0,0.0,0.0,0.0,0.9997575757575757
unseen_normal,oracle_delay,3,920003,9,8,1000,0.35,49.5,6190,2062,0,49.52,2.230859,4.110228,5.177873,0.924434,5465.428844,8594.039,10502.996,15180.293,0.991756,0.0,0.0,0.0,0.0,1.0
unseen_normal,oracle_delay,4,920004,9,8,1000,0.35,49.5,6186,2036,0,49.488,2.223195,4.076184,5.058749,0.924634,4678.616754,8330.48,10373.411,13977.61,0.985265,0.0,0.0,0.0,0.0,0.9997575757575757
unseen_normal,oracle_delay,5,920005,9,8,1000,0.35,49.5,6183,2054,0,49.464,2.225747,4.096399,5.139172,0.924759,5558.621515,9212.294,10741.765,14709.728,0.991237,0.0,0.0,0.0,0.0,0.9992727272727272
unseen_normal,oracle_delay,6,920006,9,8,1000,0.35,49.5,6189,2099,0,49.512,2.209099,4.130016,5.135492,0.924412,4363.835534,8458.613,10502.757,16798.43,0.899952,0.0,0.0,0.0,0.0,1.0
unseen_normal,oracle_delay,7,920007,9,8,1000,0.35,49.5,6183,2066,0,49.464,2.217547,4.056548,5.229058,0.924274,5559.918439,9051.808,10441.061,16850.474,0.993708,0.0,0.0,0.0,0.0,0.9992727272727272
unseen_normal,oracle_delay,8,920008,9,8,1000,0.35,49.5,6189,2050,0,49.512,2.202761,4.044557,5.051666,0.924315,5500.03321,8991.827,10561.965,11426.012,0.993171,0.0,0.0,0.0,0.0,1.0
unseen_normal,oracle_delay,9,920009,9,8,1000,0.35,49.5,6189,2038,0,49.512,2.206794,4.032001,5.154551,0.924604,4440.782871,8327.503,10349.811,12383.016,0.965653,0.0,0.0,0.0,0.0,1.0
unseen_normal,oracle_throughput,0,920000,9,8,1000,0.35,49.5,6189,2084,0,49.512,2.23044,4.873826,7.001662,0.924508,5325.482247,9229.881,10166.679,16510.499,0.993282,0.0,0.0,0.0,0.0,1.0
unseen_normal,oracle_throughput,1,920001,9,8,1000,0.35,49.5,6187,2063,0,49.496,2.291968,5.011234,7.160001,0.924075,5375.590489,9230.178,10281.213,13828.449,0.992244,0.0,0.0,0.0,0.0,0.999919191919192
unseen_normal,oracle_throughput,2,920002,9,8,1000,0.35,49.5,6187,2066,0,49.496,2.279518,5.030652,7.127524,0.924848,5397.06237,9285.654,10599.626,16535.976,0.991288,0.0,0.0,0.0,0.0,0.999919191919192
unseen_normal,oracle_throughput,3,920003,9,8,1000,0.35,49.5,6185,2074,0,49.48,2.267428,4.955915,7.132055,0.924612,5393.925919,9337.297,10524.074,13059.065,0.990357,0.0,0.0,0.0,0.0,0.9995959595959595
unseen_normal,oracle_throughput,4,920004,9,8,1000,0.35,49.5,6186,2068,0,49.488,2.271849,5.002875,7.159091,0.923956,4649.125595,9209.601,10449.077,14679.576,0.985977,0.0,0.0,0.0,0.0,0.9997575757575757
unseen_normal,oracle_throughput,5,920005,9,8,1000,0.35,49.5,6186,2069,0,49.488,2.253769,5.014801,7.200394,0.924144,5419.326094,9337.422,10648.276,16787.327,0.99275,0.0,0.0,0.0,0.0,0.9997575757575757
unseen_normal,oracle_throughput,6,920006,9,8,1000,0.35,49.5,6181,2223,0,49.448,2.286808,5.286606,7.307626,0.924518,4045.061659,9069.071,10195.916,14243.532,0.822312,0.0,0.0,0.0,0.0,0.9989494949494949
unseen_normal,oracle_throughput,7,920007,9,8,1000,0.35,49.5,6185,2071,0,49.48,2.245759,4.864125,7.003323,0.924603,5460.118815,9357.886,11435.472,16112.959,0.993723,0.0,0.0,0.0,0.0,0.9995959595959595
unseen_normal,oracle_throughput,8,920008,9,8,1000,0.35,49.5,6191,2071,0,49.528,2.245664,4.776781,7.021843,0.925036,5360.453736,9398.617,10557.209,15058.443,0.99324,0.0,0.0,0.0,0.0,1.0
unseen_normal,oracle_throughput,9,920009,9,8,1000,0.35,49.5,6183,2111,0,49.464,2.232093,4.713091,6.955092,0.92495,4316.984103,9275.066,10263.159,17632.188,0.919469,0.0,0.0,0.0,0.0,0.9992727272727272
unseen_normal,rr_default,0,920000,9,8,1000,0.35,49.5,6184,0,0,49.472,8.993463,15.318976,17.190862,0.924585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994343434343435
unseen_normal,rr_default,1,920001,9,8,1000,0.35,49.5,6184,0,0,49.472,8.994814,15.400147,17.487066,0.924478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994343434343435
unseen_normal,rr_default,2,920002,9,8,1000,0.35,49.5,6268,0,0,50.144,12.775333,39.608275,49.858543,0.918341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unseen_normal,rr_default,3,920003,9,8,1000,0.35,49.5,6193,0,0,49.544,9.203499,15.853987,18.226862,0.924191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unseen_normal,rr_default,4,920004,9,8,1000,0.35,49.5,6302,0,0,50.416,14.480697,42.987429,50.254536,0.916423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unseen_normal,rr_default,5,920005,9,8,1000,0.35,49.5,6194,0,0,49.552,9.003858,15.429382,17.307712,0.92344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
